Name,Prem City,Prem State,Map color,Alt Telephone,Aphis Livestock Market Id,Contact,Mail City,Mail State,Mail Zip,Mailing Address,Name,Prem Address,Prem City,Prem State,Primary Telephone,Latitude (generated),Longitude (generated)
Jerry's Farm,Manorville,NY,Services Offered,,NY071,Luigi Zollo,Manorville,NY,11949,332 Wading River Road,Jerry's Farm,332 Wading River Road,Manorville,NY,631-484-2784,40.8737,-72.8079
JC Livestock Sales,Junction City,KS,Services Offered,,KS1006,Mitch Langvardt,Junction City,KS,67431,301 East 6th,JC Livestock Sales,301 East 6th,Junction City,KS,(785)238-1471,39.0286,-96.8314
JC Livestock Inc.,West Winfield,NY,Services Offered,,NY084,Mike Giruzzi,West Winfield,NY,13491,1040 US Hwy 20,JC Livestock Inc.,1040 US Hwy 20,West Winfield,NY,315-534-1258,42.8853,-75.1932
JBS USA,Marshalltown,IA,Services Offered,,IA391,Greg Petermeier,Marshalltown,IA,50158,402 North 10th Avenue,JBS USA,402 North 10th Avenue,Marshalltown,IA,641-753-5541,42.0448,-92.9104
JBS USA,Elma,IA,Services Offered,,IA1001,Charles Dockendorf,,,,,JBS USA,915 Maple Street,Elma,IA,(641)393-2565,43.2466,-92.436
JBS Swift and Co.,Colesburg,IA,Services Offered,,IA428,Duane Drees,Colesburg,IA,52035,600 3rd Street,JBS Swift and Co.,600 3rd Street,Colesburg,IA,563-856-2007,42.6396,-91.2021
JBS Livestock Buying Station,Denver,PA,Services Offered,,PA1003,Jonathan Good,Denver,PA,17517,522 School Road,JBS Livestock Buying Station,522 School Road,Denver,PA,(717)222-0148,40.2331,-76.1372
JBS,Osgood,IN,Services Offered,,IN313,,Osgood,IN,47037,1014 W Cr 150 N,JBS,1014 W Cr 150 N,Osgood,IN,,39.1292,-85.2916
Jamestown Livestock,Jamestown,ND,Services Offered,,ND020,Roger Nenow,Jamestown,ND,58401,3443 82nd Ave SE,Jamestown Livestock,3443 82nd Ave SE,Jamestown,ND,701-252-2111,46.9105,-98.7084
Jamesport Small Animal Auction,Jamesport,MO,Services Offered,,MO1061,Neal Gingerich,Jamesport,MO,64648,19472 State Hwy 190,Jamesport Small Animal Auction,32334 July Avenue,Jamesport,MO,(660)373-0994,39.9747,-93.8011
James N. Foss inc,Vernon,NY,Services Offered,,NY1002,Earlene Goetz,Vernon,NY,13476,5020 state route 26,James N. Foss inc,5020 state route 26,Vernon,NY,(716)523-5636,43.0795,-75.5393
Jackson Regional Stockyard,Jackson,GA,Services Offered,,GA1017,Barry Robinson,Carrollton,GA,30112,P.O. Box 2630,Jackson Regional Stockyard,467 Fairplay Road,Jackson,GA,(770) 77-5714,33.2946,-83.966
Jackson Regional Livestock,Ripley,WV,Services Offered,,WV1005,Roger Mitchell,Ripley,WV,25271,P.O. Box 446,Jackson Regional Livestock,2093 Cedar Lakes Rd,Ripley,WV,(304)373-1269,38.8187,-81.7103
Jackson Livestock Exchange,Jackson,MN,Services Offered,,MN1010,Trent and Kathy Kolander,Jackson,MN,56143,328 E ASHLEY ST,Jackson Livestock Exchange,328 E ASHLEY ST,Jackson,MN,(507)847-5679,44.78,-93.57
"Jackson Livestock Auction, LLC",De Graff,OH,Services Offered,,OH039,Christopher Egbert,De Graff,OH,43318,P.O. Box 58,"Jackson Livestock Auction, LLC",205 S. Koke St.,De Graff,OH,937-585-5701,40.312,-83.9158
J&M Animal Auction LLC,Hanceville,AL,Services Offered,,AL1005,Mayra Hernandez,Hanceville,,35077,203 County Road 591,J&M Animal Auction LLC,203 County Road 591,Hanceville,AL,(469)278-8156,34.0607,-86.7675
"J. Martin Auctions, LLC / Lakeview Holstein Dairy Auctions",Penn Yann,NY,Services Offered,,NY083,Jay Martin,Waterloo,NY,13165,1036 Rt 318,"J. Martin Auctions, LLC / Lakeview Holstein Dairy Auctions",2456 Route 14,Penn Yann,NY,315-521-3123,,
"Interstate Regional Stockyards, Inc.",Cuba,MO,Services Offered,573-259-9115,MO561,Mary Beth and Scott Abolt,Cuba,MO,65453,P.O. Box 97,"Interstate Regional Stockyards, Inc.",737 Hwy DD,Cuba,MO,573-885-7431,38.0628,-91.4035
Intermountain Livestock Exchange,La Grande,OR,Services Offered,,OR1001,Amber hines,La Grande,OR,97850,60654 Livestock Road,Intermountain Livestock Exchange,60654 Livestock Road,La Grande,OR,(541)786-3383,45.3246,-118.0879
Indiana Packers Corp.,Delphi,IN,Services Offered,,IN056,David Murray,Delphi,IN,46923,P.O. Box 318,Indiana Packers Corp.,6755 W 100 N,Delphi,IN,765-564-3680,40.5875,-86.675
Indiana Farmers Livestock Auction Inc.,Homer City,PA,Services Offered,,PA1012,Tammy Dalessio,Smicksburg,PA,16256,P.O Box 126,Indiana Farmers Livestock Auction Inc.,2081 Old Route 119,Homer City,PA,(724)479-2600,40.5434,-79.1623
Imperial Auction Market,Imperial,NE,Services Offered,,NE080,Preston Smith,Imperial,NE,69033,130 Adelaide St.,Imperial Auction Market,130 Adelaide St.,Imperial,NE,308-882-5128,40.5169,-101.6432
"Idabel Stockyards, LLC",Idabel,OK,Services Offered,,OK043,Joe Shaw,Idabel,OK,74745,P.O. Box 326,"Idabel Stockyards, LLC",605 Northeast Lincoln Road,Idabel,OK,580-286-3137,33.8957,-94.8263
I-90 Expo Center,Sherburn,MN,Services Offered,,MN120,Greg Johnson,Sherburn,MN,56171,1010 70th Avenue,I-90 Expo Center,1010 70th Avenue,Sherburn,MN,507-764-4025,43.6522,-94.7269
"I-40 Livestock Auction of Ozark, LLC",Ozark,AR,Services Offered,,AR128,Shawn Gattis,Ozark,AR,72949,3050 Temple Road,"I-40 Livestock Auction of Ozark, LLC",3050 Temple Road,Ozark,AR,479-667-3737,35.487,-93.8277
HW Auctions LLC dba H&S Stockyard,Ehrhardt,SC,Services Offered,,SC1002,William Heape,Hampton,SC,29924,PO Box 692,HW Auctions LLC dba H&S Stockyard,12976 Broxton Bridge Rd,Ehrhardt,SC,(803)943-6017,33.0968,-81.0143
"Huss Livestock Market, LLC",Kearney,NE,Services Offered,,NE201,Rick Hoemaker,Kearney,NE,68845,1202 W 19th Street,"Huss Livestock Market, LLC",1202 W 19th Street,Kearney,NE,308-234-2502,40.6995,-99.0819
"Hunt Livestock Exchange, LLC",Henderson,TX,Services Offered,,TX116,Mark Hunt,Henderson,TX,75653,P.O Box 1557,"Hunt Livestock Exchange, LLC",2353 Hwy 259 South,Henderson,TX,903-657-2690,32.1532,-94.7994
"Humboldt Auction Yard, Inc.",Fortuna,CA,Services Offered,707-725-4142,CA012,Justin Mora,Fortuna,CA,95540,603 3rd Street,"Humboldt Auction Yard, Inc.",603 3rd Street,Fortuna,CA,707-725-5188,40.5974,-124.156
Huffman Livestock,Lexington,VA,Services Offered,,VA1020,"Huffman Livestock, LLC",Lexington,VA,24450,PO Box 298,Huffman Livestock,815 Mountain View Rd,Lexington,VA,(540)464-8469,37.784,-79.4428
Hub City Livestock Auction,Aberdeen,SD,Services Offered,,SD003,Rick Hellwig,Aberdeen,SD,57402,2502 South 5th St.,Hub City Livestock Auction,2502 South 5th Street,Aberdeen,SD,605-225-3273,45.465,-98.4878
Hosking Sales,New Berlin,NY,Services Offered,,NY058,Thomas & Brenda Hosking,New Berlin,NY,13411,6096 State Route 8,Hosking Sales,6096 State Route 8,New Berlin,NY,607-847-8800,42.6239,-75.3321
Horseman Central Livestock,Thaxton,MS,Services Offered,601-517-7777,MS102,Vaudry Edge/Larry Meadows,Thaxton,MS,38843,11347 Highway 6,Horseman Central Livestock,11347 Highway 6,Thaxton,MS,662-790-3699,34.3076,-89.1781
Hormel Foods,Austin,MN,Services Offered,,MN139,Ron Browning,Austin,MN,55912,711 Hormel Drive,Hormel Foods,711 Hormel Drive,Austin,MN,507-437-5203,43.6681,-92.9745
Hope Livestock Auction,Hope,AR,Services Offered,,AR028,"Denny Dickson, Darrell Ford",Hope,AR,71802,P.O. Box 213,Hope Livestock Auction,Highway 67 West,Hope,AR,870-777-4451,33.6671,-93.5916
Holy Cow Livestock,Wauzeka,WI,Services Offered,,WI071,Paul Reid,Wauzeka,WI,53826,53237 State Highway 60,Holy Cow Livestock,53237 State Highway 60,Wauzeka,WI,608-485-1124,43.0846,-90.8844
"Holton Livestock Exchange, Inc.",Holton,KS,Services Offered,,KS1005,Danny C. Harris,Holton,KS,66436,P.O. Box 227,"Holton Livestock Exchange, Inc.",13788 Highway K16,Holton,KS,(785)364-4114,39.4653,-95.7364
Hollis Livestock Auction LLC,Hollis,OK,Services Offered,,OK163,Ryan Bradley,Hollis,OK,73550,PO Box 107,Hollis Livestock Auction LLC,921 N. 8th Street,Hollis,OK,,34.6884,-99.912
Hollering Hills Auction,Nathalie,VA,Services Offered,,VA074,Robert Coblentz,Nathalie,VA,24577,4108 Hunting Creek Road,Hollering Hills Auction,4108 Hunting Creek Road,Nathalie,VA,434-454-6178,36.9349,-78.9472
Holdenville Livestock Market,Holdenville,OK,Services Offered,,OK127,Mike Cantrell,Holdenville,OK,74848,P.O. Box 392,Holdenville Livestock Market,3233 N. County Road 370,Holdenville,OK,405-379-7211,35.0804,-96.3992
"Hobart Stockyard, Inc.",Hobart,OK,Services Offered,,OK036,Susie Helford,Hobart,OK,73651,607 Terrace Dr.,"Hobart Stockyard, Inc.",607 Terrace Dr.,Hobart,OK,580-726-3306,35.0295,-99.0931
Hilltop Acres Goat and Sheep Auction LLC,Romance,AR,Services Offered,,AR1013,Neal Davis and Jason Davis,Romance,AR,72136,131 Hilltop Acres,Hilltop Acres Goat and Sheep Auction LLC,1401 Highway 5,Romance,AR,(501)940-2138,35.2409,-92.0513
Hill City Commission LLC,Hill City,KS,Services Offered,,KS205,Larry Phillips,Hill City,KS,67642,830 South 4th Avenue,Hill City Commission LLC,830 South 4th Avenue,Hill City,KS,785-421-3441,39.3647,-99.8421
Hickory Hill School Sale,Jamesport,MO,Services Offered,,MO1024,Jonas Yutzy,Jamesport,MO,64648,31822 Prairie Ave,Hickory Hill School Sale,31741 Major Ave,Jamesport,MO,(660)684-6912,39.9747,-93.8011
Hi-Country Cattle LLC,Hesperus,CO,Services Offered,,CO1009,Chris Cugnini,Ignacio,,81137,PO Box 1036,Hi-Country Cattle LLC,15062 Highway 140,Hesperus,CO,(970)749-0988,37.2861,-108.0395
Hester Barra Ranch LLC,Worthington,IN,Services Offered,,IN1001,Steve Hester,Winfield,AL,35594,1041 County Highway 63,Hester Barra Ranch LLC,5917 N County Road  200 W,Worthington,IN,(205)270-9525,39.125,-86.9795
"Herreid Livestock Auction, Inc.",Herreid,SD,Services Offered,,SD103,Joe Vetter,Herreid,SD,57632,P.O. Box 67,"Herreid Livestock Auction, Inc.",1202 Main Street North,Herreid,SD,605-437-2265,45.8347,-100.0693
"Heritage Livestock, LLC.",Mount Vernon,MO,Services Offered,,MO1091,Mariellen A Raucher,Mount Vernon,MO,65712,11196 Lawrence 1165,"Heritage Livestock, LLC.",11196 Lawrence 1165,Mount Vernon,MO,(417)316-0119,37.1037,-93.8185
"Heritage Livestock, LLC",Carthage,MO,Services Offered,,MO1075,Mariellen,Mount Vernon,MO,65712,PO Box 417,"Heritage Livestock, LLC",11664 East Fir Road,Carthage,MO,(417)316-0119,37.1764,-94.3102
"Herington Livestock Commission, Co.",Herington,KS,Services Offered,,KS1037,Joshua Dirks,Herington,KS,67449,3183 R. Ave,"Herington Livestock Commission, Co.",3183 R Ave,Herington,KS,(785)258-2205,38.6711,-96.9425
Hereford Livestock Auction,Hereford,TX,Services Offered,806-357-2257,TX100,Curtis Lockhart,Dalhart,TX,79002,P.O. Box 58,Hereford Livestock Auction,3180 County Rd 4,Hereford,TX,806-249-5505,34.8151,-102.3977
Henry County Livestock Auction,New Castle,IN,Services Offered,765-987-7766,IN181,Doug Fairchild,New Castle,IN,47362,4288 South Co. Rd 25 West,Henry County Livestock Auction,4288 South Co. Rd 25 West,New Castle,IN,765-987-7766,39.9289,-85.3702
Heinold-Burlington Hog Market,Burlington,IN,Services Offered,,IN024,Bob Dykstra,Burlington,IN,46915,3125 S. Michigan Street,Heinold-Burlington Hog Market,3125 Michigan Road,Burlington,IN,765-566-3314,40.4803,-86.3947
Heinold Hog Markets LLC (Atkinson),Atkinson,IL,Services Offered,,IL285,Charles Lotridge,Atkinson,IL,61235,P.O. Box 328,Heinold Hog Markets LLC (Atkinson),700 E. Henry St. U.S. 6 East,Atkinson,IL,,41.4209,-90.0151
Heinold Hog Market LLC,Coleman,SD,Services Offered,,SD1023,Tyler Walker,Coleman,SD,57017,47283 SD Hwy 34,Heinold Hog Market LLC,47283 SD Hwy 34,Coleman,SD,(712)299-4965,,
Heinold Hog Market Laurel,Laurel,NE,Services Offered,,NE1001,Cory Nelson,Laurel,NE,68745,57258 Hwy 20,Heinold Hog Market Laurel,57258 Hwy 20,Laurel,NE,(402)256-3004,42.4294,-97.0898
Heinold Hog Market - Story City,Story City,IA,Services Offered,515-328-3300,IA181,Dave Fenton,Story City,IA,50248,3069 380th Street,Heinold Hog Market - Story City,3069 380th Street,Story City,IA,515-328-3300,42.1872,-93.5958
Heinold Hog Market - Sheldon,Sheldon,IA,Services Offered,,IA470,Tyler Walker,Sheldon,IA,51201,2725 NW Boulevard,Heinold Hog Market - Sheldon,2725 NW Boulevard,Sheldon,IA,712-613-4116,43.1811,-95.8561
Heinold Hog Market - Oskaloosa,Oskaloosa,IA,Services Offered,,IA478,Scott Willis,Oskaloosa,IA,52577,3038 290th Street,Heinold Hog Market - Oskaloosa,3038 290th Street,Oskaloosa,IA,,41.2964,-92.6444
Heinold Hog Market - Osage,Osage,IA,Services Offered,,IA1002,Ed WiCKHAM,Osage,IA,50461,3916 Hwy 218 N,Heinold Hog Market - Osage,3916 Hwy 218 N,Osage,IA,(515)832-3300,43.2841,-92.811
Heinold Hog Market - Mt. Ayr,Mt. Ayr,IA,Services Offered,,IA474,Roger Byer,Mt. Ayr,IA,50854,2373 Hwy. 169,Heinold Hog Market - Mt. Ayr,2373 Hwy. 169,Mt. Ayr,IA,,40.7147,-94.2352
Heinold Hog Market - Eagle Grove,Eagle Grove,IA,Services Offered,,IA471,Cory Nelson,Eagle Grove,IA,50533,1113 320th Street,Heinold Hog Market - Eagle Grove,1113 320th Street,Eagle Grove,IA,,42.6641,-93.9044
Heinold Hog Market,Windom,MN,Services Offered,,MN1008,Knute Meneely,Windom,MN,56101,92873 450th Ave,Heinold Hog Market,92873 450th Ave,Windom,MN,(507)831-3385,43.8663,-95.1169
Heinold Hog - York,York,NE,Services Offered,402-366-8422,NE221,Dwayne Nelson,York,NE,68467,1219 Road 20,Heinold Hog - York,1219 Road 20,York,NE,402-732-6613,40.8681,-97.592
"Heartland Regional Stockyards, Inc.",Plainville,KS,Services Offered,,KS209,Lloyd Schneider,Plainville,KS,67663,907 NW 3rd Street,"Heartland Regional Stockyards, Inc.",907 NW 3rd Street,Plainville,KS,,39.2347,-99.2982
Heartland Livestock Auction LLC,Nevada,MO,Services Offered,,MO1105,Leland Kropf,El Dorado Springs,MO,64744,9998 E 620 Rd,Heartland Livestock Auction LLC,535 North Subway Blvd.,Nevada,MO,,37.839,-94.3549
"Heartland Horse and Livestock Sales, LLC",Nevada,MO,Services Offered,,MO1079,Nathan Collins,Fort Scott,KS,66701,1341 155,"Heartland Horse and Livestock Sales, LLC",535 North Subway Blvd,Nevada,MO,(620)215-4745,37.839,-94.3549
Headwater Livestock Auction LLC,Three Forks,MT,Services Offered,,MT1003,Brandon Blackstock,Three Forks,,59752,Box 929,Headwater Livestock Auction LLC,25 Wheatland Road,Three Forks,MT,,45.8926,-111.5514
Hazleton School dba Hazleton School Auction,Hazleton,IA,Services Offered,,IA461,Allen Kauffman,Hazleton,IA,50641,1500 120th Street,Hazleton School dba Hazleton School Auction,1698 150th,Hazleton,IA,319-440-5700,42.6208,-91.9002
Harward Brothers Livestock Market,Turnersburg,NC,Services Offered,,NC074,Marcus J. Harwood,Turnersburg,NC,28688,P.O. Box 95,Harward Brothers Livestock Market,2207 Turnersburg Highway,Turnersburg,NC,704-546-2692,,
"Harvest Livestock Exchange, LLC",Chesnee,SC,Services Offered,,SC1001,Clint Harrill,Chesnee,SC,28043,535 Cliffside Highway,"Harvest Livestock Exchange, LLC",535 Cliffside Highway,Chesnee,SC,,35.1485,-81.8609
Harker's Auction Company,Tabernacle,NJ,Services Offered,,NJ1001,Penny Harker Martin,Tabernacle,NJ,08088,391 Medford Lakes Road,Harker's Auction Company,391 Medford Lakes Road,Tabernacle,NJ,(609)847-7042,39.844,-74.7102
Hardin County Stockyards,Savannah,TN,Services Offered,,TN092,Harry Floyd,Savannah,TN,38372,3350 Hwy 226,Hardin County Stockyards,3350 Hwy 226,Savannah,TN,731-925-3287,35.2248,-88.2492
"Happy Valley Livestock, LLC",Glasgow,KY,Services Offered,270-646-7419,KY156,Bill Chase,Glasgow,KY,42141,981 Harry King Road,"Happy Valley Livestock, LLC",981 Harry King Road,Glasgow,KY,270-678-5263,36.9959,-85.9119
Hamilton Commission Company,Hamilton,TX,Services Offered,,TX106,Gerald D. Johnson,Hamilton,TX,76531,P.O. Box 71,Hamilton Commission Company,2525 North U.S. Hwy 281,Hamilton,TX,254-386-3185,31.7038,-98.1239
"Hamilton Co Livestock Auction, Inc.",Noblesville,IN,Services Offered,317-773-5590,IN307,Spencer Carson,Noblesville,IN,46060,22217 St. Rd. 37N,"Hamilton Co Livestock Auction, Inc.",Noblesville,Noblesville,IN,317-773-5590,40.0456,-86.0086
Hallettsville Livestock Commission,Hallettsville,TX,Services Offered,,TX1007,Kim Hagan / Mark Hagan / Mike Heller / David Heller,Hallettsville,,77964,P.O. Box 307,Hallettsville Livestock Commission,140 S. Auction Ring Road,Hallettsville,TX,(361)798-2542,29.4439,-96.9411
Haas Livestock Selling Agency Inc.,Cannon Falls,MN,Services Offered,,MN1003,Greg matzke,Cannon falls,MN,55009,P.O. Box 5,Haas Livestock Selling Agency Inc.,28705 Rochester Blvd,Cannon Falls,MN,(507)263-3125,44.5068,-92.9062
"H&H Cattle Services, LLC",Scottsburg,VA,Services Offered,,VA062,Cecil Hatcher,Scottsburg,VA,24589,1211 Coleman Road,"H&H Cattle Services, LLC",1211 Coleman Road,Scottsburg,VA,,36.7574,-78.7897
Guy Bynum Stanley Brother's Livestock Market,Attalla,AL,Services Offered,,AL096,Mitch Stanley,Attalla,AL,35954,150 Etowah Street SE,Guy Bynum Stanley Brother's Livestock Market,150 Etowah Street SE,Attalla,AL,870-940-0887,34.0218,-86.0886
"Guthrie Stock Pavilion Co., Inc.",Guthrie Center,IA,Services Offered,515-747-8305,IA085,Jim Laughery,Guthrie Center,IA,50115,407 South Third Street,"Guthrie Stock Pavilion Co., Inc.",407 South 3rd Street,Guthrie Center,IA,515-747-8305,41.6772,-94.5033
Gulf Regional Livestock Producers,Lucedale,MS,Services Offered,,MS106,Eric Weaver/Moley Herring,Lucedale,MS,39452,157 Rocky Creek Road,Gulf Regional Livestock Producers,157 Rocky Creek Toad,Lucedale,MS,601-947-3352,30.9252,-88.59
"Gulf Coast Livestock DBA Six Shooter Investment Group, LLC",Madison,FL,Services Offered,,FL041,Jammi & Scotty Wilson,Madison,FL,32340,3856 State Road 53,"Gulf Coast Livestock DBA Six Shooter Investment Group, LLC",3856 State Road 53,Madison,FL,931-265-5613,30.4694,-83.4129
Greenville Livestock Auction Inc.,Greenville,IL,Services Offered,,IL251,Shaina Diekemper,Greenville,IL,62246,840 IL Rt 127,Greenville Livestock Auction Inc.,840 IL Rt 127,Greenville,IL,618-664-1433,38.8923,-89.4131
Greenville Livestock Auction Inc.,Centralia,IL,Services Offered,,IL280,Danny & Mary Hugo,Centralia,IL,62801,25815 Hugo Road,Greenville Livestock Auction Inc.,25815 Hugo Road,Centralia,IL,618-532-3095,38.525,-89.1334
Greencastle Livestock Market,Greencastle,PA,Services Offered,,PA1016,Chad McNew,Orrstown,PA,17244,P.O. BOX 16,Greencastle Livestock Market,720 Buchanan Trail East,Greencastle,PA,(717)597-2171,39.7904,-77.7278
"Green City Livestock, LLC",Green City,MO,Services Offered,,MO433,Darrien Hodgen,Green City,MO,63545,P.O. Box 207,"Green City Livestock, LLC",19037 Highway 129 South,Green City,MO,660-874-4146,40.2686,-92.9533
Grantsville Stockyard,Grantsville,MD,Services Offered,,MD011,"Blaine J. Friend, Jr.",Grantsville,MD,21536,1060 Springs Road,Grantsville Stockyard,1060 Springs Road,Grantsville,MD,301-895-5268,39.6951,-79.1511
"Graham Livestock Commission, LLC",Graham,TX,Services Offered,940-549-0078,TX114,,Graham,TX,76450,P.O. Box 990,"Graham Livestock Commission, LLC",203 Hwy. 67 South,Graham,TX,940-459-0078,33.1071,-98.5895
"Graceville Goat, Sheep & Chicken Auction",Graceville,FL,Services Offered,,FL032,June Cummings,Graceville,FL,32440,916 White Ave.,"Graceville Goat, Sheep & Chicken Auction",916 White Avenue,Graceville,FL,850-523-2157,30.9569,-85.5166
Gordon Livestock Market,Gordon,NE,Services Offered,,NE218,Patsy Tines,Gordon,NE,69343,108 Foch Street,Gordon Livestock Market,108 Foch Street,Gordon,NE,308-282-1171,42.8047,-102.2032
Gordon Cattle Co,Salem,IL,Services Offered,,IL1002,Kimberly Gordon,Iuka,,62849,4676 Landmark,Gordon Cattle Co,4570 Tonti Rd,Salem,IL,(618)315-3125,38.627,-88.9456
"Good's Livestock, Inc.",Denver,PA,Services Offered,,PA1002,Kurtis Good,Denver,PA,17517,503 School Road,"Good's Livestock, Inc.",1220 Dry Tavern Road,Denver,PA,(717)445-5776,40.2331,-76.1372
Goldsboro Auction Company,Goldsboro,MD,Services Offered,,MD1001,"William Elborn, Jr.",Goldsboro,,21636,312 Railroad Ave,Goldsboro Auction Company,312 Railroad Ave,Goldsboro,MD,(410)829-9612,39.034,-75.7866
Glenwild Livestock Auction,Grenada,MS,Services Offered,,MS016,Toby Wilson,Grenada,MS,38901,3383 Highway 51 S,Glenwild Livestock Auction,3383 Highway 51 S,Grenada,MS,662-226-1900,33.769,-89.8084
"Glendive Livestock Exchange, LTD",Glendive,MT,Services Offered,,MT022,Vaughn Hoffer,Glendive,MT,59330,P.O. Box 100,"Glendive Livestock Exchange, LTD",801 North Sargent,Glendive,MT,406-377-2697,47.1053,-104.7125
Glasgow Stockyards Inc.,Glasgow,MT,Services Offered,,MT021,Mark Neilsen,Glasgow,MT,59230,P.O. Box 129,Glasgow Stockyards Inc.,7444 Highway 24,Glasgow,MT,406-228-9306,48.197,-106.6367
Glacial Lakes Livestock Inc.,Watertown,SD,Services Offered,,SD1015,Rick Woehlhaff,Watertown,SD,57201,PO Box 256,Glacial Lakes Livestock Inc.,1005 9th Avenue SW,Watertown,SD,(605)886-5052,44.8992,-97.1153
Giddings Livestock,Giddings,TX,Services Offered,,TX1001,Phil Brockenbush,Giddings,TX,78942,P.O. Box 538,Giddings Livestock,1732 CR 226,Giddings,TX,(979)542-2274,30.183,-96.9366
Gentners Commsission Market,Springville,NY,Services Offered,,NY1013,Kerry Gentner,Springville,,14141,P.O. Box 385,Gentners Commsission Market,341 West Main Street,Springville,NY,(716)592-4062,42.5084,-78.6672
Geneva Berne Livestock,Berne,IN,Services Offered,,IN301,Randy R. Reynolds,Berne,IN,46711,7998 S US Hwy 27,Geneva Berne Livestock,7998 S US Hwy 27,Berne,IN,260-589-3178,40.6578,-84.9519
Geary Livestock Market LLC,Geary,OK,Services Offered,580-550-5250,OK162,Ricky Jett,Hinton,OK,73047,PO Box 358,Geary Livestock Market LLC,7825 South US Hwy 281,Geary,OK,405-884-6166,35.6312,-98.3173
Gates Family Sales Co. Inc.,Anthony,KS,Services Offered,,KS207,Jay Gates,Anthony,KS,67703,624 South Jennings,Gates Family Sales Co. Inc.,624 South Jennings,Anthony,KS,620-842-3767,37.1534,-98.0312
